CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
7271,ITACT,ITACT-66D,2,2
7271,ITACT,ITACT-66,3,3
7272,MVACT,MVACT-184,1,1
7272,MVACT,MVACT-185,2,2
7273,IPC,IPC-392,1,1
7273,IPC,IPC-395,2,2
7274,IPC,IPC-392,1,1
7274,IPC,IPC-380,2,2
7274,IPC,IPC-447,3,3
7275,IPC,IPC-447,1,1
7276,IPC,IPC-325,1,1
7276,IPC,IPC-304,2,2
7276,IPC,IPC-302,3,3
7277,IPC,IPC-323,1,1
7278,MVACT,MVACT-185,1,1
7279,PCA,PCA-13,1,1
7279,BNS,BNS-318,2,2
7280,POCSO,POCSO-10,1,1
7280,POCSO,POCSO-6,2,2
7281,IPC,IPC-354,1,1
7281,IPC,IPC-498A,2,2
7282,BNS,BNS-105,1,1
7282,BNS,BNS-103,2,2
7283,NDPS,NDPS-20,1,1
7284,MVACT,MVACT-134,1,1
7285,BNS,BNS-303,1,1
7286,NDPS,NDPS-21,1,1
7286,NDPS,NDPS-29,2,2
7287,BNS,BNS-310,1,1
7288,MVACT,MVACT-185,1,1
7289,BNS,BNS-318,1,1
7290,KPACT,KPACT-78,1,1
7290,KPACT,KPACT-110,2,2
7290,IPC,IPC-504,3,3
7291,IPC,IPC-325,1,1
7292,IPC,IPC-406,1,1
7292,IPC,IPC-447,2,2
7293,BNS,BNS-140,1,1
7293,BNS,BNS-117,2,2
7293,BNS,BNS-137,3,3
7294,MVACT,MVACT-185,1,1
7295,IPC,IPC-406,1,1
7296,MVACT,MVACT-177,1,1
7296,MVACT,MVACT-184,2,2
7297,KPACT,KPACT-78,1,1
7298,IPC,IPC-447,1,1
7299,IPC,IPC-395,1,1
7299,IPC,IPC-380,2,2
7300,NDPS,NDPS-20,1,1
7301,MVACT,MVACT-134,1,1
7301,MVACT,MVACT-184,2,2
7301,MVACT,MVACT-185,3,3
7302,BNS,BNS-329,1,1
7302,BNS,BNS-309,2,2
7303,PCA,PCA-7,1,1
7304,BNS,BNS-115,1,1
7305,ITACT,ITACT-67,1,1
7306,IPC,IPC-380,1,1
7307,BNS,BNS-352,1,1
7307,KPACT,KPACT-78,2,2
7307,BNS,BNS-351,3,3
7308,MVACT,MVACT-184,1,1
7308,MVACT,MVACT-177,2,2
7308,MVACT,MVACT-185,3,3
7309,ITACT,ITACT-66C,1,1
7310,IPC,IPC-395,1,1
7311,BNS,BNS-305,1,1
7311,BNS,BNS-316,2,2
7311,BNS,BNS-310,3,3
7312,MVACT,MVACT-177,1,1
7312,MVACT,MVACT-184,2,2
7313,MVACT,MVACT-185,1,1
7314,MVACT,MVACT-134,1,1
7315,IPC,IPC-420,1,1
7315,IPC,IPC-380,2,2
7316,KPACT,KPACT-110,1,1
7316,BNS,BNS-351,2,2
7316,BNS,BNS-352,3,3
7317,DOWRY,DOWRY-3,1,1
7318,ITACT,ITACT-67,1,1
7319,IPC,IPC-395,1,1
7319,IPC,IPC-380,2,2
7319,IPC,IPC-392,3,3
7320,MVACT,MVACT-185,1,1
7320,MVACT,MVACT-134,2,2
7321,KPACT,KPACT-78,1,1
7322,IPC,IPC-506,1,1
7322,IPC,IPC-504,2,2
7323,MVACT,MVACT-184,1,1
7323,MVACT,MVACT-185,2,2
7323,MVACT,MVACT-134,3,3
7324,BNS,BNS-352,1,1
7325,IPC,IPC-363,1,1
7325,IPC,IPC-366,2,2
7326,MVACT,MVACT-134,1,1
7326,MVACT,MVACT-177,2,2
7326,MVACT,MVACT-184,3,3
7327,IPC,IPC-420,1,1
7328,IPC,IPC-420,1,1
7328,IPC,IPC-323,2,2
7329,MVACT,MVACT-185,1,1
7329,MVACT,MVACT-184,2,2
7330,NDPS,NDPS-21,1,1
7330,NDPS,NDPS-22,2,2
7331,BNS,BNS-74,1,1
7331,BNS,BNS-85,2,2
7332,KPACT,KPACT-78,1,1
7333,NDPS,NDPS-29,1,1
7334,IPC,IPC-379,1,1
7334,IPC,IPC-420,2,2
7334,IPC,IPC-406,3,3
7335,BNS,BNS-310,1,1
7336,NDPS,NDPS-27,1,1
7336,NDPS,NDPS-20,2,2
7336,NDPS,NDPS-29,3,3
7337,KEXACT,KEXACT-32,1,1
7337,KPACT,KPACT-78,2,2
7338,KPACT,KPACT-110,1,1
7338,ARMS,ARMS-30,2,2
7339,BNS,BNS-64,1,1
7339,BNS,BNS-351,2,2
7339,BNS,BNS-85,3,3
7340,NDPS,NDPS-27,1,1
7340,NDPS,NDPS-21,2,2
7340,NDPS,NDPS-20,3,3
7341,IPC,IPC-447,1,1
7342,BNS,BNS-318,1,1
7343,MVACT,MVACT-134,1,1
7343,MVACT,MVACT-185,2,2
7343,MVACT,MVACT-184,3,3
7344,DOWRY,DOWRY-3,1,1
7344,BNS,BNS-74,2,2
7344,DOWRY,DOWRY-4,3,3
7345,PCA,PCA-13,1,1
7346,IPC,IPC-420,1,1
7347,MVACT,MVACT-177,1,1
7347,MVACT,MVACT-184,2,2
7348,MVACT,MVACT-134,1,1
7349,DOWRY,DOWRY-3,1,1
7350,ITACT,ITACT-67,1,1
7350,ITACT,ITACT-66D,2,2
7351,IPC,IPC-379,1,1
7352,MVACT,MVACT-185,1,1
7353,BNS,BNS-74,1,1
7353,DOWRY,DOWRY-4,2,2
7354,BNS,BNS-310,1,1
7355,BNS,BNS-305,1,1
7355,BNS,BNS-316,2,2
7355,BNS,BNS-318,3,3
7356,IPC,IPC-406,1,1
7356,IPC,IPC-323,2,2
7356,IPC,IPC-420,3,3
7357,IPC,IPC-304,1,1
7358,IPC,IPC-363,1,1
7358,IPC,IPC-302,2,2
7358,IPC,IPC-325,3,3
7359,BNS,BNS-329,1,1
7360,ARMS,ARMS-30,1,1
7360,KPACT,KPACT-78,2,2
7361,MVACT,MVACT-134,1,1
7362,BNS,BNS-109,1,1
7363,BNS,BNS-85,1,1
7364,KPACT,KPACT-110,1,1
7365,MVACT,MVACT-185,1,1
7365,MVACT,MVACT-184,2,2
7366,MVACT,MVACT-185,1,1
7366,MVACT,MVACT-177,2,2
7367,IPC,IPC-447,1,1
7368,IPC,IPC-392,1,1
7368,IPC,IPC-380,2,2
7369,IPC,IPC-447,1,1
7369,IPC,IPC-420,2,2
7370,BNS,BNS-309,1,1
7371,KPACT,KPACT-110,1,1
7371,KEXACT,KEXACT-34,2,2
7372,IPC,IPC-420,1,1
7372,IPC,IPC-447,2,2
7373,ITACT,ITACT-66,1,1
7373,ITACT,ITACT-66D,2,2
7374,BNS,BNS-109,1,1
7375,BNS,BNS-316,1,1
7376,BNS,BNS-329,1,1
7377,IPC,IPC-506,1,1
7377,DOWRY,DOWRY-4,2,2
7378,MVACT,MVACT-185,1,1
7378,MVACT,MVACT-184,2,2
7379,MVACT,MVACT-185,1,1
7380,MVACT,MVACT-177,1,1
7381,NDPS,NDPS-20,1,1
7382,MVACT,MVACT-134,1,1
7383,IPC,IPC-304,1,1
7384,DOWRY,DOWRY-4,1,1
7384,DOWRY,DOWRY-3,2,2
7385,MVACT,MVACT-134,1,1
7385,MVACT,MVACT-184,2,2
7386,BNS,BNS-109,1,1
7386,BNS,BNS-140,2,2
7386,BNS,BNS-137,3,3
7387,BNS,BNS-329,1,1
7387,BNS,BNS-310,2,2
7388,IPC,IPC-498A,1,1
7389,MVACT,MVACT-177,1,1
7389,MVACT,MVACT-134,2,2
7390,ITACT,ITACT-66C,1,1
7391,KPACT,KPACT-110,1,1
7392,DOWRY,DOWRY-4,1,1
7392,IPC,IPC-498A,2,2
7393,KPACT,KPACT-110,1,1
7393,BNS,BNS-351,2,2
7394,MVACT,MVACT-184,1,1
7394,MVACT,MVACT-177,2,2
7395,IPC,IPC-447,1,1
7396,BNS,BNS-309,1,1
7397,IPC,IPC-504,1,1
7398,IPC,IPC-395,1,1
7398,IPC,IPC-379,2,2
7399,IPC,IPC-376,1,1
7400,MVACT,MVACT-134,1,1
7400,MVACT,MVACT-184,2,2
7400,MVACT,MVACT-185,3,3
7401,DOWRY,DOWRY-3,1,1
7401,IPC,IPC-506,2,2
7402,MVACT,MVACT-184,1,1
7403,IPC,IPC-504,1,1
7404,ITACT,ITACT-66D,1,1
7404,ITACT,ITACT-67,2,2
7405,BNS,BNS-351,1,1
7406,BNS,BNS-303,1,1
7407,DOWRY,DOWRY-3,1,1
7407,DOWRY,DOWRY-4,2,2
7408,NDPS,NDPS-22,1,1
7408,NDPS,NDPS-21,2,2
7409,BNS,BNS-85,1,1
7409,DOWRY,DOWRY-3,2,2
7409,DOWRY,DOWRY-4,3,3
7410,DOWRY,DOWRY-4,1,1
7410,DOWRY,DOWRY-3,2,2
7411,ITACT,ITACT-66,1,1
7412,BNS,BNS-352,1,1
7413,MVACT,MVACT-177,1,1
7413,MVACT,MVACT-184,2,2
7414,BNS,BNS-305,1,1
7415,DOWRY,DOWRY-3,1,1
7416,DOWRY,DOWRY-3,1,1
7416,BNS,BNS-351,2,2
7417,POCSO,POCSO-12,1,1
7417,POCSO,POCSO-8,2,2
7417,POCSO,POCSO-4,3,3
7418,IPC,IPC-406,1,1
7418,IPC,IPC-447,2,2
7419,IPC,IPC-395,1,1
7419,IPC,IPC-406,2,2
7420,BNS,BNS-310,1,1
7420,BNS,BNS-305,2,2
7421,PMLA,PMLA-3,1,1
7422,MVACT,MVACT-134,1,1
7423,IPC,IPC-304,1,1
7423,IPC,IPC-363,2,2
7424,IPC,IPC-302,1,1
7425,BNS,BNS-117,1,1
7425,BNS,BNS-140,2,2
7426,BNS,BNS-303,1,1
7427,ITACT,ITACT-66C,1,1
7428,IPC,IPC-420,1,1
7429,BNS,BNS-318,1,1
7430,NDPS,NDPS-20,1,1
7430,NDPS,NDPS-8,2,2
7431,MVACT,MVACT-185,1,1
7432,KPACT,KPACT-110,1,1
7433,ITACT,ITACT-67,1,1
7433,ITACT,ITACT-66C,2,2
7433,ITACT,ITACT-66D,3,3
7434,MVACT,MVACT-184,1,1
7435,IPC,IPC-302,1,1
7435,IPC,IPC-363,2,2
7436,KPACT,KPACT-110,1,1
7436,KPACT,KPACT-78,2,2
7436,IPC,IPC-506,3,3
7437,ITACT,ITACT-66C,1,1
7437,ITACT,ITACT-66D,2,2
7438,IPC,IPC-380,1,1
7439,KPACT,KPACT-78,1,1
7439,KPACT,KPACT-110,2,2
7439,IPC,IPC-506,3,3
7440,BNS,BNS-318,1,1
7440,BNS,BNS-316,2,2
7440,BNS,BNS-310,3,3
7441,ITACT,ITACT-66,1,1
7442,BNS,BNS-310,1,1
7443,IPC,IPC-395,1,1
7443,IPC,IPC-406,2,2
7444,ITACT,ITACT-66,1,1
7445,BNS,BNS-303,1,1
7445,BNS,BNS-309,2,2
7445,BNS,BNS-318,3,3
7446,IPC,IPC-395,1,1
7447,IPC,IPC-392,1,1
7448,DOWRY,DOWRY-3,1,1
7449,KPACT,KPACT-110,1,1
7450,ITACT,ITACT-66,1,1
7451,IPC,IPC-506,1,1
7452,IPC,IPC-366,1,1
7452,IPC,IPC-323,2,2
7452,IPC,IPC-304,3,3
7453,POCSO,POCSO-6,1,1
7453,POCSO,POCSO-4,2,2
7454,MVACT,MVACT-184,1,1
7455,IPC,IPC-379,1,1
7455,IPC,IPC-380,2,2
7456,IPC,IPC-395,1,1
7456,IPC,IPC-406,2,2
7457,IPC,IPC-392,1,1
7457,IPC,IPC-380,2,2
7457,IPC,IPC-406,3,3
7458,IPC,IPC-406,1,1
7459,MVACT,MVACT-134,1,1
7460,IPC,IPC-406,1,1
7461,BNS,BNS-329,1,1
7462,MVACT,MVACT-184,1,1
7463,KEXACT,KEXACT-32,1,1
7464,NDPS,NDPS-21,1,1
7465,KPACT,KPACT-110,1,1
7466,KPACT,KPACT-110,1,1
7466,KPACT,KPACT-78,2,2
7466,BNS,BNS-351,3,3
7467,ITACT,ITACT-66C,1,1
7467,ITACT,ITACT-66,2,2
7468,MVACT,MVACT-184,1,1
7468,MVACT,MVACT-177,2,2
7469,ITACT,ITACT-66C,1,1
7469,ITACT,ITACT-66D,2,2
7470,ITACT,ITACT-66,1,1
7470,ITACT,ITACT-67,2,2
7471,BNS,BNS-351,1,1
7471,BNS,BNS-85,2,2
7472,BNS,BNS-316,1,1
7473,IPC,IPC-395,1,1
7473,IPC,IPC-380,2,2
7474,BNS,BNS-309,1,1
7475,BNS,BNS-137,1,1
7476,MVACT,MVACT-185,1,1
7476,MVACT,MVACT-177,2,2
7476,MVACT,MVACT-134,3,3
7477,MVACT,MVACT-134,1,1
7477,MVACT,MVACT-177,2,2
7477,MVACT,MVACT-185,3,3
7478,IPC,IPC-406,1,1
7479,IPC,IPC-376,1,1
7480,BNS,BNS-74,1,1
7480,DOWRY,DOWRY-4,2,2
7481,IPC,IPC-325,1,1
7482,POCSO,POCSO-8,1,1
7483,ARMS,ARMS-25,1,1
7483,KPACT,KPACT-110,2,2
7484,MVACT,MVACT-185,1,1
7484,MVACT,MVACT-184,2,2
7484,MVACT,MVACT-177,3,3
7485,DOWRY,DOWRY-4,1,1
7486,IPC,IPC-380,1,1
7487,MVACT,MVACT-177,1,1
7488,BNS,BNS-351,1,1
7489,BNS,BNS-351,1,1
7490,ITACT,ITACT-66C,1,1
7491,BNS,BNS-351,1,1
7492,IPC,IPC-420,1,1
7492,IPC,IPC-380,2,2
7492,IPC,IPC-447,3,3
7493,IPC,IPC-406,1,1
7493,IPC,IPC-392,2,2
7494,KEXACT,KEXACT-34,1,1
7494,KPACT,KPACT-78,2,2
7495,BNS,BNS-74,1,1
7495,BNS,BNS-64,2,2
7496,IPC,IPC-392,1,1
7497,BNS,BNS-303,1,1
7497,BNS,BNS-305,2,2
7498,KPACT,KPACT-110,1,1
7499,BNS,BNS-85,1,1
7499,DOWRY,DOWRY-4,2,2
7500,BNS,BNS-137,1,1
7501,DOWRY,DOWRY-3,1,1
7502,BNS,BNS-103,1,1
7503,BNS,BNS-318,1,1
7504,DOWRY,DOWRY-3,1,1
7504,IPC,IPC-506,2,2
7505,MVACT,MVACT-177,1,1
7505,MVACT,MVACT-184,2,2
7506,KPACT,KPACT-78,1,1
7506,BNS,BNS-352,2,2
7507,IPC,IPC-395,1,1
7508,BNS,BNS-329,1,1
7508,BNS,BNS-309,2,2
7509,DOWRY,DOWRY-4,1,1
7509,DOWRY,DOWRY-3,2,2
7510,IPC,IPC-506,1,1
7511,KPACT,KPACT-110,1,1
7512,ITACT,ITACT-66,1,1
7512,ITACT,ITACT-66D,2,2
7512,ITACT,ITACT-67,3,3
7513,BNS,BNS-316,1,1
7514,IPC,IPC-504,1,1
7514,KPACT,KPACT-78,2,2
7515,IPC,IPC-302,1,1
7516,BNS,BNS-305,1,1
7517,MVACT,MVACT-134,1,1
7518,NDPS,NDPS-27,1,1
7518,NDPS,NDPS-20,2,2
7519,BNS,BNS-318,1,1
7520,ITACT,ITACT-66C,1,1
7521,ITACT,ITACT-66D,1,1
7521,ITACT,ITACT-67,2,2
7522,BNS,BNS-115,1,1
7523,IPC,IPC-447,1,1
7523,IPC,IPC-380,2,2
7523,IPC,IPC-379,3,3
7524,BNS,BNS-316,1,1
7525,IPC,IPC-395,1,1
7526,MVACT,MVACT-177,1,1
7527,BNS,BNS-316,1,1
7527,BNS,BNS-318,2,2
7528,BNS,BNS-303,1,1
7529,MVACT,MVACT-184,1,1
7530,MVACT,MVACT-184,1,1
7530,MVACT,MVACT-134,2,2
7531,KPACT,KPACT-110,1,1
7531,BNS,BNS-352,2,2
7531,BNS,BNS-351,3,3
7532,BNS,BNS-303,1,1
7532,BNS,BNS-329,2,2
7533,MVACT,MVACT-184,1,1
7534,IPC,IPC-406,1,1
7535,POCSO,POCSO-8,1,1
7535,JJACT,JJACT-75,2,2
7536,BNS,BNS-309,1,1
7536,BNS,BNS-305,2,2
7536,BNS,BNS-303,3,3
7537,MVACT,MVACT-177,1,1
7538,IPC,IPC-504,1,1
7538,KPACT,KPACT-110,2,2
7539,IPC,IPC-379,1,1
7539,IPC,IPC-420,2,2
7540,BNS,BNS-352,1,1
7541,MVACT,MVACT-184,1,1
7542,IPC,IPC-302,1,1
7543,NDPS,NDPS-29,1,1
7544,ITACT,ITACT-66C,1,1
7544,ITACT,ITACT-67,2,2
7545,KPACT,KPACT-78,1,1
7545,KPACT,KPACT-110,2,2
7546,KPACT,KPACT-110,1,1
7547,BNS,BNS-74,1,1
7547,DOWRY,DOWRY-3,2,2
7548,MVACT,MVACT-134,1,1
7548,MVACT,MVACT-177,2,2
7549,BNS,BNS-64,1,1
7550,ARMS,ARMS-30,1,1
7551,MVACT,MVACT-177,1,1
7552,IPC,IPC-506,1,1
7553,POCSO,POCSO-8,1,1
7553,JJACT,JJACT-82,2,2
7553,JJACT,JJACT-75,3,3
7554,IPC,IPC-379,1,1
7555,BNS,BNS-85,1,1
7556,MVACT,MVACT-185,1,1
7556,MVACT,MVACT-134,2,2
7557,KPACT,KPACT-110,1,1
7558,IPC,IPC-420,1,1
7559,IPC,IPC-363,1,1
7559,IPC,IPC-325,2,2
7560,MVACT,MVACT-184,1,1
7561,IPC,IPC-506,1,1
7562,MVACT,MVACT-177,1,1
7562,MVACT,MVACT-134,2,2
7563,BNS,BNS-105,1,1
7563,BNS,BNS-137,2,2
7564,MVACT,MVACT-185,1,1
7564,MVACT,MVACT-177,2,2
7564,MVACT,MVACT-134,3,3
7565,KPACT,KPACT-78,1,1
7566,IPC,IPC-380,1,1
7567,IPC,IPC-504,1,1
7567,KPACT,KPACT-78,2,2
7567,KPACT,KPACT-110,3,3
7568,BNS,BNS-310,1,1
7568,BNS,BNS-305,2,2
7569,MVACT,MVACT-185,1,1
7569,MVACT,MVACT-134,2,2
7569,MVACT,MVACT-177,3,3
7570,IPC,IPC-406,1,1
7571,UAPA,UAPA-16,1,1
7572,IPC,IPC-392,1,1
7573,PMLA,PMLA-3,1,1
7574,BNS,BNS-318,1,1
7575,BNS,BNS-352,1,1
7576,IPC,IPC-380,1,1
7576,IPC,IPC-395,2,2
7577,KEXACT,KEXACT-34,1,1
7578,DOWRY,DOWRY-3,1,1
7579,MVACT,MVACT-177,1,1
7580,IPC,IPC-506,1,1
7581,IPC,IPC-420,1,1
7581,IPC,IPC-379,2,2
7581,IPC,IPC-395,3,3
7582,MVACT,MVACT-185,1,1
7582,MVACT,MVACT-184,2,2
7583,PMLA,PMLA-3,1,1
7584,BNS,BNS-64,1,1
7584,DOWRY,DOWRY-4,2,2
7585,IPC,IPC-392,1,1
7586,IPC,IPC-379,1,1
7587,BNS,BNS-137,1,1
7587,BNS,BNS-117,2,2
7587,BNS,BNS-115,3,3
7588,BNS,BNS-318,1,1
7589,BNS,BNS-115,1,1
7589,BNS,BNS-137,2,2
7589,BNS,BNS-105,3,3
7590,IPC,IPC-506,1,1
7591,IPC,IPC-406,1,1
7592,ITACT,ITACT-66,1,1
7593,BNS,BNS-316,1,1
7594,IPC,IPC-506,1,1
7594,KPACT,KPACT-78,2,2
7594,IPC,IPC-504,3,3
7595,BNS,BNS-318,1,1
7596,MVACT,MVACT-177,1,1
7596,MVACT,MVACT-134,2,2
7596,MVACT,MVACT-185,3,3
7597,BNS,BNS-303,1,1
7597,BNS,BNS-316,2,2
7598,IPC,IPC-420,1,1
7599,BNS,BNS-352,1,1
7600,NDPS,NDPS-29,1,1
7600,NDPS,NDPS-27,2,2
7601,IPC,IPC-304,1,1
7601,IPC,IPC-366,2,2
7601,IPC,IPC-325,3,3
7602,BNS,BNS-316,1,1
7603,NDPS,NDPS-21,1,1
7603,NDPS,NDPS-8,2,2
7603,NDPS,NDPS-29,3,3
7604,BNS,BNS-305,1,1
7604,BNS,BNS-310,2,2
7604,BNS,BNS-329,3,3
7605,BNS,BNS-318,1,1
7606,KPACT,KPACT-110,1,1
7606,KPACT,KPACT-78,2,2
7606,ARMS,ARMS-25,3,3
7607,IPC,IPC-379,1,1
7607,IPC,IPC-395,2,2
7608,ITACT,ITACT-66C,1,1
7608,ITACT,ITACT-66,2,2
7608,ITACT,ITACT-67,3,3
7609,NDPS,NDPS-22,1,1
7609,NDPS,NDPS-8,2,2
7609,NDPS,NDPS-27,3,3
7610,MVACT,MVACT-185,1,1
7611,KPACT,KPACT-110,1,1
7611,IPC,IPC-506,2,2
7611,IPC,IPC-504,3,3
7612,KPACT,KPACT-78,1,1
7612,IPC,IPC-504,2,2
7612,KPACT,KPACT-110,3,3
7613,JJACT,JJACT-75,1,1
7613,JJACT,JJACT-82,2,2
7614,BNS,BNS-351,1,1
7614,BNS,BNS-352,2,2
7615,IPC,IPC-354,1,1
7616,ITACT,ITACT-66C,1,1
7617,DOWRY,DOWRY-4,1,1
7617,IPC,IPC-498A,2,2
7618,ITACT,ITACT-66C,1,1
7618,ITACT,ITACT-67,2,2
7619,NDPS,NDPS-21,1,1
7620,BNS,BNS-329,1,1
7621,ITACT,ITACT-66C,1,1
7621,ITACT,ITACT-66,2,2
7622,MVACT,MVACT-184,1,1
7622,MVACT,MVACT-185,2,2
7623,KPACT,KPACT-110,1,1
7624,BNS,BNS-352,1,1
7625,ITACT,ITACT-66D,1,1
7625,ITACT,ITACT-66C,2,2
7626,KPACT,KPACT-110,1,1
7626,KPACT,KPACT-78,2,2
7627,IPC,IPC-379,1,1
7627,IPC,IPC-447,2,2
7628,MVACT,MVACT-184,1,1
7629,BNS,BNS-318,1,1
7630,MVACT,MVACT-184,1,1
7631,PCA,PCA-13,1,1
7632,BNS,BNS-140,1,1
7633,BNS,BNS-329,1,1
7634,ITACT,ITACT-66C,1,1
7634,ITACT,ITACT-66D,2,2
7635,MVACT,MVACT-134,1,1
7635,MVACT,MVACT-184,2,2
7636,PCA,PCA-13,1,1
7637,KPACT,KPACT-110,1,1
7637,IPC,IPC-506,2,2
7638,IPC,IPC-380,1,1
7639,UAPA,UAPA-18,1,1
7640,IPC,IPC-395,1,1
7641,IPC,IPC-506,1,1
7642,MVACT,MVACT-134,1,1
7642,MVACT,MVACT-177,2,2
7643,IPC,IPC-447,1,1
7644,IPC,IPC-379,1,1
7645,MVACT,MVACT-184,1,1
7646,BNS,BNS-74,1,1
7647,IPC,IPC-506,1,1
7648,IPC,IPC-379,1,1
7649,IPC,IPC-380,1,1
7650,IPC,IPC-395,1,1
7650,IPC,IPC-447,2,2
7650,IPC,IPC-380,3,3
7651,DOWRY,DOWRY-4,1,1
7651,BNS,BNS-85,2,2
7652,ITACT,ITACT-67,1,1
7652,ITACT,ITACT-66C,2,2
7652,ITACT,ITACT-66,3,3
7653,BNS,BNS-64,1,1
7654,MVACT,MVACT-134,1,1
7654,MVACT,MVACT-184,2,2
7655,ITACT,ITACT-66,1,1
7656,DOWRY,DOWRY-4,1,1
7656,DOWRY,DOWRY-3,2,2
7656,IPC,IPC-498A,3,3
7657,MVACT,MVACT-185,1,1
7657,MVACT,MVACT-184,2,2
7657,MVACT,MVACT-177,3,3
7658,IPC,IPC-395,1,1
7659,JJACT,JJACT-75,1,1
7659,POCSO,POCSO-12,2,2
7660,IPC,IPC-498A,1,1
7660,IPC,IPC-354,2,2
7661,PCA,PCA-7,1,1
7662,POCSO,POCSO-10,1,1
7663,NDPS,NDPS-21,1,1
7663,NDPS,NDPS-29,2,2
7664,BNS,BNS-318,1,1
7664,PMLA,PMLA-3,2,2
7665,MVACT,MVACT-134,1,1
7666,IPC,IPC-379,1,1
7667,NDPS,NDPS-27,1,1
7668,BNS,BNS-316,1,1
7668,PMLA,PMLA-3,2,2
7668,PMLA,PMLA-4,3,3
7669,IPC,IPC-376,1,1
7670,ITACT,ITACT-67,1,1
7670,ITACT,ITACT-66C,2,2
7671,KPACT,KPACT-78,1,1
7671,BNS,BNS-352,2,2
7672,IPC,IPC-379,1,1
7673,DOWRY,DOWRY-3,1,1
7674,KPACT,KPACT-110,1,1
7675,IPC,IPC-307,1,1
7676,MVACT,MVACT-177,1,1
7676,MVACT,MVACT-185,2,2
7677,IPC,IPC-506,1,1
7677,IPC,IPC-504,2,2
7678,JJACT,JJACT-82,1,1
7679,IPC,IPC-420,1,1
7680,IPC,IPC-392,1,1
7680,IPC,IPC-379,2,2
7680,IPC,IPC-420,3,3
7681,BNS,BNS-329,1,1
7681,BNS,BNS-310,2,2
7681,BNS,BNS-318,3,3
7682,IPC,IPC-380,1,1
7682,IPC,IPC-447,2,2
7683,NDPS,NDPS-21,1,1
7683,NDPS,NDPS-27,2,2
7683,NDPS,NDPS-29,3,3
7684,PCA,PCA-13,1,1
7685,IPC,IPC-395,1,1
7685,IPC,IPC-406,2,2
7686,IPC,IPC-447,1,1
7687,BNS,BNS-351,1,1
7688,IPC,IPC-506,1,1
7688,KPACT,KPACT-110,2,2
7688,KPACT,KPACT-78,3,3
7689,IPC,IPC-447,1,1
7689,IPC,IPC-420,2,2
7689,IPC,IPC-392,3,3
7690,MVACT,MVACT-177,1,1
7691,JJACT,JJACT-75,1,1
7691,POCSO,POCSO-6,2,2
7692,BNS,BNS-316,1,1
7692,BNS,BNS-329,2,2
7693,BNS,BNS-303,1,1
7693,BNS,BNS-310,2,2
7694,IPC,IPC-304,1,1
7695,BNS,BNS-115,1,1
7696,IPC,IPC-392,1,1
7697,IPC,IPC-392,1,1
7697,IPC,IPC-380,2,2
7698,ITACT,ITACT-66C,1,1
7699,MVACT,MVACT-177,1,1
7700,PMLA,PMLA-3,1,1
7701,MVACT,MVACT-177,1,1
7702,BNS,BNS-352,1,1
7703,ITACT,ITACT-67,1,1
7704,MVACT,MVACT-184,1,1
7704,MVACT,MVACT-185,2,2
7705,BNS,BNS-309,1,1
7706,KPACT,KPACT-78,1,1
7706,KEXACT,KEXACT-34,2,2
7707,MVACT,MVACT-177,1,1
7707,MVACT,MVACT-185,2,2
7708,BNS,BNS-316,1,1
7709,BNS,BNS-318,1,1
7709,BNS,BNS-305,2,2
7710,MVACT,MVACT-185,1,1
7710,MVACT,MVACT-184,2,2
7711,PCA,PCA-13,1,1
7712,IPC,IPC-379,1,1
7713,MVACT,MVACT-134,1,1
7714,POCSO,POCSO-8,1,1
7714,JJACT,JJACT-75,2,2
7715,ITACT,ITACT-66D,1,1
7716,IPC,IPC-363,1,1
7716,IPC,IPC-304,2,2
7717,BNS,BNS-305,1,1
7718,IPC,IPC-354,1,1
7718,IPC,IPC-376,2,2
7719,DOWRY,DOWRY-3,1,1
7719,DOWRY,DOWRY-4,2,2
7720,IPC,IPC-506,1,1
7721,BNS,BNS-74,1,1
7722,ITACT,ITACT-66,1,1
7722,ITACT,ITACT-66C,2,2
7723,IPC,IPC-447,1,1
7724,IPC,IPC-354,1,1
7724,DOWRY,DOWRY-4,2,2
7725,MVACT,MVACT-134,1,1
7725,MVACT,MVACT-184,2,2
7726,BNS,BNS-310,1,1
7727,MVACT,MVACT-184,1,1
7727,MVACT,MVACT-185,2,2
7727,MVACT,MVACT-134,3,3
7728,IPC,IPC-506,1,1
7729,NDPS,NDPS-8,1,1
7729,NDPS,NDPS-21,2,2
7730,BNS,BNS-64,1,1
7730,BNS,BNS-351,2,2
7731,IPC,IPC-504,1,1
7732,PMLA,PMLA-3,1,1
7733,IPC,IPC-420,1,1
7734,BNS,BNS-64,1,1
7734,DOWRY,DOWRY-4,2,2
7734,DOWRY,DOWRY-3,3,3
7735,KPACT,KPACT-110,1,1
7736,DOWRY,DOWRY-4,1,1
7737,IPC,IPC-363,1,1
7737,IPC,IPC-323,2,2
7738,BNS,BNS-109,1,1
7738,BNS,BNS-105,2,2
7739,IPC,IPC-506,1,1
7739,IPC,IPC-504,2,2
7739,KPACT,KPACT-78,3,3
7740,POCSO,POCSO-10,1,1
7741,DOWRY,DOWRY-3,1,1
7741,DOWRY,DOWRY-4,2,2
7742,BNS,BNS-310,1,1
7743,BNS,BNS-109,1,1
7744,IPC,IPC-363,1,1
7744,IPC,IPC-307,2,2
7745,IPC,IPC-354,1,1
