CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
5569,400020135202400001,202400001,2024-08-03,1189,135,4,3,12,62,6,5,2024-08-02 11:52:09,2024-08-02 12:34:09,2024-08-03 14:01:05,15.334916,76.882817,"A case of karnataka police act violation came to notice during the day, and the matter was registered at Ballari Rural Police Station for further investigation as per procedure."
5570,300130119202400001,202400001,2024-02-25,1068,119,3,3,10,49,2,51,2024-02-23 21:08:43,2024-02-24 18:31:47,2024-02-25 05:01:14,15.424143,74.96679,"On the date of occurrence, in the early morning, an incident of possession of narcotic substance was reported within the jurisdiction of Hubballi New City Police Station. Preliminary inquiry has been initiated."
5571,200120141202400003,202400003,2024-08-09,1230,141,2,3,5,29,7,48,2024-07-17 14:39:47,2024-07-17 15:24:47,2024-08-09 03:12:13,14.395127,75.983604,Information was received regarding neglect / abandonment late at night in the limits of Davanagere Women Police Station. The case has been taken up for detailed inquiry.
5572,100250143202500014,202500014,2025-12-31,1250,143,1,4,12,63,5,95,2025-12-31 03:07:23,2025-12-31 03:22:23,2025-12-31 19:21:27,13.790985,75.638111,"On the date of occurrence, in the evening, an incident of anti-ragging violation was reported within the jurisdiction of Shivamogga Rural Police Station. Preliminary inquiry has been initiated."
5573,100040176202400001,202400001,2024-08-11,1493,176,1,2,4,26,6,16,2024-08-11 00:49:48,2024-08-11 01:10:48,2024-08-11 02:07:02,13.165155,77.436803,The complainant reported an act of juvenile abuse occurring late at night in the area covered by Devanahalli Police Station. Investigation is in progress to identify those responsible.
5574,100110096202200022,202200022,2022-06-02,888,96,1,3,12,62,6,42,2022-06-02 03:58:56,2022-06-02 04:03:56,2022-06-02 20:19:17,12.724073,74.840163,The complainant reported an act of karnataka police act violation occurring in the evening in the area covered by Mangaluru East Police Station. Investigation is in progress to identify those responsible.
5575,100010174202500002,202500002,2025-08-12,1478,174,1,2,10,50,7,1,2025-08-12 00:12:35,2025-08-12 00:50:35,2025-08-12 04:42:43,16.173413,75.870242,"On the date of occurrence, in the early morning, an incident of drug trafficking was reported within the jurisdiction of Bagalkot Town Police Station. Preliminary inquiry has been initiated."
5576,100030104202500025,202500025,2025-05-20,963,104,1,3,3,20,6,14,2025-05-19 07:38:39,2025-05-19 08:11:39,2025-05-20 08:27:41,15.945825,74.435222,"A case of domestic violence came to notice during the day, and the matter was registered at Shahapur Police Station for further investigation as per procedure."
5577,100030103202400004,202400004,2024-01-20,946,103,1,2,11,53,10,12,2024-01-20 06:19:47,2024-01-20 06:48:47,2024-01-20 13:37:51,15.736852,74.458356,"On the date of occurrence, during the day, an incident of rash & negligent driving was reported within the jurisdiction of Belagavi Market Police Station. Preliminary inquiry has been initiated."
5578,100110097202100039,202100039,2021-01-27,907,97,1,3,2,13,9,42,2020-12-31 06:25:55,2020-12-31 06:54:55,2021-01-27 19:39:05,13.059097,74.668661,"On the date of occurrence, in the evening, an incident of cheating (property) was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
5579,200050081202100002,202100002,2021-08-30,772,81,2,3,11,55,6,20,2021-08-28 21:02:45,2021-08-28 21:14:45,2021-08-30 16:06:12,12.89606,77.68615,Information was received regarding hit and run in the evening in the limits of Electronic City Police Station. The case has been taken up for detailed inquiry.
5580,100110101202600013,202600013,2026-04-10,930,101,1,2,9,47,2,40,2026-04-09 20:08:07,2026-04-09 20:13:07,2026-04-10 18:35:57,12.758943,74.987497,The complainant reported an act of otp / upi fraud occurring in the evening in the area covered by Dakshina Kannada CEN Crime Police Station. Investigation is in progress to identify those responsible.
5581,100110098202200006,202200006,2022-12-23,912,98,1,2,2,10,7,41,2022-12-21 08:03:24,2022-12-23 19:06:33,2022-12-23 01:16:36,12.87334,74.676212,"On the date of occurrence, late at night, an incident of robbery was reported within the jurisdiction of Bantwal Rural Police Station. Preliminary inquiry has been initiated."
5582,100130123202200016,202200016,2022-12-29,1106,123,1,2,6,30,6,50,2022-12-27 01:16:44,2022-12-27 01:44:44,2022-12-28 23:27:04,15.436821,74.916384,"A case of rioting came to notice late at night, and the matter was registered at Dharwad Traffic Police Station for further investigation as per procedure."
5583,100170115202200006,202200006,2022-10-09,1043,115,1,2,2,9,9,66,2022-10-09 02:42:41,2022-10-09 03:08:41,2022-10-09 09:23:30,17.178472,76.646334,"A case of house-breaking / burglary came to notice during the day, and the matter was registered at Kalaburagi Traffic Police Station for further investigation as per procedure."
5584,100310201202600003,202600003,2026-03-13,1703,201,1,3,11,53,5,115,2026-03-13 05:11:58,2026-03-13 05:38:58,2026-03-13 07:22:49,15.176865,76.202641,"A case of rash & negligent driving came to notice in the early morning, and the matter was registered at Kampli Police Station for further investigation as per procedure."
5585,300050081202500002,202500002,2025-05-05,772,81,3,3,12,61,10,19,2025-05-03 12:25:36,2025-05-03 12:34:36,2025-05-05 05:28:57,12.926914,77.673188,"A case of arms act violation came to notice during the day, and the matter was registered at Electronic City Police Station for further investigation as per procedure."
5586,100230163202600004,202600004,2026-06-27,1402,163,1,3,8,41,1,88,2026-05-31 05:23:49,2026-06-01 20:12:53,2026-06-27 16:01:41,16.115229,77.456947,"On the date of occurrence, in the evening, an incident of money laundering was reported within the jurisdiction of Raichur Rural Police Station. Preliminary inquiry has been initiated."
5587,200220092202400005,202400005,2024-10-10,857,92,2,4,6,33,8,82,2024-10-08 07:13:04,2024-10-08 07:18:04,2024-10-09 23:59:09,12.484204,76.479577,"On the date of occurrence, late at night, an incident of public nuisance was reported within the jurisdiction of Mysuru Women Police Station. Preliminary inquiry has been initiated."
5588,100030104202400024,202400024,2024-06-01,958,104,1,3,3,21,4,10,2024-06-01 05:38:50,2024-06-01 06:12:50,2024-06-01 10:52:34,15.980941,74.421192,"On the date of occurrence, during the day, an incident of stalking was reported within the jurisdiction of Shahapur Police Station. Preliminary inquiry has been initiated."
5589,600020134202400001,202400001,2024-01-03,1185,134,6,3,11,57,8,4,2024-01-03 14:09:06,2024-01-03 14:13:06,2024-01-03 14:29:51,15.343253,76.808798,"On the date of occurrence, during the day, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Ballari Town Police Station. Preliminary inquiry has been initiated."
5590,600260126202300001,202300001,2023-09-02,1124,126,6,3,11,54,6,97,2023-09-02 12:19:41,2023-09-02 12:27:41,2023-09-02 20:49:05,13.435812,77.013972,The complainant reported an act of drunken driving occurring in the evening in the area covered by Tumakuru City Police Station. Investigation is in progress to identify those responsible.
5591,100050080202500007,202500007,2025-08-10,764,80,1,3,6,31,7,19,2025-08-09 00:31:04,2025-08-09 00:54:04,2025-08-10 02:54:06,13.135368,77.546355,Information was received regarding unlawful assembly late at night in the limits of Malleshwaram Police Station. The case has been taken up for detailed inquiry.
5592,100050084202100013,202100013,2021-02-14,790,84,1,3,9,47,3,19,2021-02-13 04:17:58,2021-02-13 04:53:58,2021-02-14 15:36:58,13.164175,77.59244,"On the date of occurrence, in the evening, an incident of otp / upi fraud was reported within the jurisdiction of Bengaluru City Women Police Station. Preliminary inquiry has been initiated."
5593,100050082202100002,202100002,2021-01-26,779,82,1,3,2,13,6,19,2021-01-25 21:08:05,2021-01-25 21:31:05,2021-01-26 05:41:59,12.813909,77.681233,The complainant reported an act of cheating (property) occurring in the early morning in the area covered by HSR Layout Police Station. Investigation is in progress to identify those responsible.
5594,100220089202400012,202400012,2024-08-29,831,89,1,3,3,21,5,86,2024-08-27 23:32:33,2024-08-27 23:34:33,2024-08-29 18:21:07,12.272322,76.833177,"A case of stalking came to notice in the evening, and the matter was registered at Krishnaraja Police Station for further investigation as per procedure."
5595,100110098202400018,202400018,2024-10-27,911,98,1,4,12,63,4,42,2024-10-27 11:20:45,2024-10-27 11:25:45,2024-10-27 13:13:15,12.887489,74.678331,"A case of anti-ragging violation came to notice during the day, and the matter was registered at Bantwal Rural Police Station for further investigation as per procedure."
5596,200040177202300003,202300003,2023-11-07,1496,177,2,2,12,62,8,17,2023-11-06 01:15:47,2023-11-06 01:32:47,2023-11-07 07:41:07,13.168029,77.579212,Information was received regarding karnataka police act violation during the day in the limits of Hoskote Police Station. The case has been taken up for detailed inquiry.
5597,200130123202500001,202500001,2025-12-10,1106,123,2,3,4,25,2,54,2025-12-10 19:54:13,2025-12-10 20:09:13,2025-12-10 22:33:19,15.445047,74.910677,The complainant reported an act of missing child occurring late at night in the area covered by Dharwad Traffic Police Station. Investigation is in progress to identify those responsible.
5598,100260128202400016,202400016,2024-08-21,1142,128,1,3,8,42,2,98,2024-08-20 19:05:07,2024-08-21 17:39:52,2024-08-20 23:07:00,13.213766,77.039317,Information was received regarding chit fund fraud late at night in the limits of Sira Police Station. The case has been taken up for detailed inquiry.
5599,100050084202500013,202500013,2025-07-31,790,84,1,2,9,47,1,19,2025-07-30 00:16:01,2025-07-30 00:43:01,2025-07-31 07:35:44,13.171778,77.621694,The complainant reported an act of otp / upi fraud occurring during the day in the area covered by Bengaluru City Women Police Station. Investigation is in progress to identify those responsible.
5600,100110097202500048,202500048,2025-09-10,903,97,1,3,3,19,8,44,2025-09-08 22:15:51,2025-09-08 22:40:51,2025-09-09 23:46:07,13.034374,74.677957,"A case of sexual harassment came to notice late at night, and the matter was registered at Mangaluru West Police Station for further investigation as per procedure."
5601,100030105202400017,202400017,2024-08-22,969,105,1,1,1,2,8,11,2024-08-21 09:25:29,2024-08-21 09:41:29,2024-08-22 05:41:23,15.935119,74.707286,The complainant reported an act of attempt to murder occurring in the early morning in the area covered by Tilakwadi Police Station. Investigation is in progress to identify those responsible.
5602,100040176202500004,202500004,2025-04-29,1490,176,1,2,2,10,8,18,2025-04-29 16:41:48,2025-04-29 16:42:48,2025-04-29 20:14:10,13.13307,77.4201,"On the date of occurrence, in the evening, an incident of robbery was reported within the jurisdiction of Devanahalli Police Station. Preliminary inquiry has been initiated."
5603,100030104202400025,202400025,2024-10-05,956,104,1,3,2,13,4,10,2024-10-03 14:28:09,2024-10-03 14:37:09,2024-10-05 02:07:35,15.96211,74.429123,The complainant reported an act of cheating (property) occurring late at night in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
5604,100050083202200008,202200008,2022-10-03,787,83,1,3,11,55,2,19,2022-10-02 21:44:50,2022-10-02 22:27:50,2022-10-03 06:34:32,13.129138,77.523297,"On the date of occurrence, during the day, an incident of hit and run was reported within the jurisdiction of Bengaluru City Traffic Police Station. Preliminary inquiry has been initiated."
5605,100260130202500016,202500016,2025-03-07,1158,130,1,3,2,8,3,97,2025-03-06 06:05:21,2025-03-06 06:14:21,2025-03-07 19:43:11,13.307448,77.308436,"A case of theft came to notice in the evening, and the matter was registered at Madhugiri Police Station for further investigation as per procedure."
5606,100130123202500015,202500015,2025-09-19,1106,123,1,3,8,38,4,51,2025-09-17 08:14:04,2025-09-17 08:55:04,2025-09-18 23:04:38,15.41992,74.930604,"A case of financial cheating & fraud came to notice late at night, and the matter was registered at Dharwad Traffic Police Station for further investigation as per procedure."
5607,100260129202400018,202400018,2024-08-30,1153,129,1,4,12,60,7,98,2024-08-29 21:50:25,2024-08-29 22:20:25,2024-08-30 13:25:16,13.47302,76.914371,"A case of gambling act violation came to notice during the day, and the matter was registered at Tiptur Police Station for further investigation as per procedure."
5608,100220093202400018,202400018,2024-01-16,864,93,1,2,9,44,1,82,2024-01-15 05:40:10,2024-01-15 06:17:10,2024-01-16 07:56:17,12.440803,76.675976,"A case of cyberstalking came to notice during the day, and the matter was registered at Mysuru CEN Crime Police Station for further investigation as per procedure."
5609,100030104202500026,202500026,2025-07-29,959,104,1,3,8,42,7,12,2025-07-28 21:35:44,2025-07-28 22:07:44,2025-07-29 21:35:15,15.967836,74.429222,The complainant reported an act of chit fund fraud occurring in the evening in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
5610,100110101202500029,202500029,2025-07-12,930,101,1,2,2,10,4,40,2025-07-12 12:19:38,2025-07-14 21:00:30,2025-07-12 18:16:32,12.79723,74.996163,"A case of robbery came to notice in the evening, and the matter was registered at Dakshina Kannada CEN Crime Police Station for further investigation as per procedure."
5611,100260126202500008,202500008,2025-06-28,1124,126,1,3,2,8,8,98,2025-06-28 15:03:52,2025-07-01 05:20:51,2025-06-28 18:21:05,13.44081,76.992258,"On the date of occurrence, in the evening, an incident of theft was reported within the jurisdiction of Tumakuru City Police Station. Preliminary inquiry has been initiated."
5612,100230165202200004,202200004,2022-07-10,1414,165,1,3,10,52,3,88,2022-07-09 17:49:49,2022-07-09 17:53:49,2022-07-10 07:14:04,16.174282,77.207249,"A case of drug peddling near educational institution came to notice during the day, and the matter was registered at Raichur Women Police Station for further investigation as per procedure."
5613,100130122202400007,202400007,2024-06-25,1100,122,1,3,8,38,6,50,2024-06-25 04:47:48,2024-06-27 05:14:57,2024-06-25 06:31:53,15.564927,74.949688,Information was received regarding financial cheating & fraud in the early morning in the limits of Navanagar Police Station. The case has been taken up for detailed inquiry.
5614,100230165202300007,202300007,2023-11-28,1414,165,1,3,2,8,8,89,2023-11-14 09:52:36,2023-11-14 10:04:36,2023-11-28 20:06:04,16.174663,77.219692,"A case of theft came to notice late at night, and the matter was registered at Raichur Women Police Station for further investigation as per procedure."
5615,100260132202100009,202100009,2021-03-20,1173,132,1,4,11,58,6,98,2021-03-18 15:26:17,2021-03-18 15:51:17,2021-03-20 13:05:44,13.517936,77.284684,"A case of traffic signal violation came to notice during the day, and the matter was registered at Tumakuru Women Police Station for further investigation as per procedure."
5616,600110097202200003,202200003,2022-03-23,903,97,6,1,2,11,10,40,2022-03-22 16:19:15,2022-03-22 16:42:15,2022-03-23 04:24:40,13.029206,74.642924,"On the date of occurrence, in the early morning, an incident of dacoity was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
5617,100260129202400019,202400019,2024-09-07,1147,129,1,4,6,32,3,99,2024-09-06 07:26:26,2024-09-06 07:58:26,2024-09-07 19:35:07,13.464426,76.936605,"On the date of occurrence, in the evening, an incident of affray was reported within the jurisdiction of Tiptur Police Station. Preliminary inquiry has been initiated."
5618,100220090202300004,202300004,2023-10-14,850,90,1,2,2,10,10,82,2023-10-13 07:12:59,2023-10-13 07:21:59,2023-10-14 11:45:57,12.338502,76.836326,Information was received regarding robbery during the day in the limits of Nazarbad Police Station. The case has been taken up for detailed inquiry.
5619,400040177202300001,202300001,2023-08-31,1496,177,4,4,6,32,3,17,2023-08-31 16:45:10,2023-08-31 17:03:10,2023-08-31 21:37:41,13.170265,77.578405,The complainant reported an act of affray occurring late at night in the area covered by Hoskote Police Station. Investigation is in progress to identify those responsible.
5620,100220089202300006,202300006,2023-02-01,840,89,1,3,2,14,1,83,2023-02-01 01:02:23,2023-02-01 01:26:23,2023-02-01 19:22:26,12.299736,76.851965,"A case of mischief / criminal damage came to notice in the evening, and the matter was registered at Krishnaraja Police Station for further investigation as per procedure."
5621,100060158202300003,202300003,2023-09-02,1370,158,1,2,9,45,3,27,2023-09-01 23:45:16,2023-09-02 00:03:16,2023-09-02 20:50:33,17.713818,77.349043,"A case of unauthorized system access / hacking came to notice late at night, and the matter was registered at Bidar Town Police Station for further investigation as per procedure."
5622,100030104202500027,202500027,2025-03-25,955,104,1,2,8,38,2,10,2025-03-23 14:48:47,2025-03-26 01:17:17,2025-03-25 10:12:18,15.972741,74.451103,The complainant reported an act of financial cheating & fraud occurring during the day in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
5623,100050082202300009,202300009,2023-08-27,779,82,1,3,9,47,6,19,2023-08-26 18:47:30,2023-08-26 19:16:30,2023-08-27 08:43:26,12.814739,77.651907,"On the date of occurrence, during the day, an incident of otp / upi fraud was reported within the jurisdiction of HSR Layout Police Station. Preliminary inquiry has been initiated."
5624,100030104202500028,202500028,2025-04-04,958,104,1,2,6,30,2,12,2025-04-03 10:19:00,2025-04-03 10:55:00,2025-04-04 11:14:34,15.951746,74.421462,"A case of rioting came to notice during the day, and the matter was registered at Shahapur Police Station for further investigation as per procedure."
5625,100110097202300043,202300043,2023-10-25,903,97,1,2,8,42,6,42,2023-10-24 20:25:08,2023-10-27 09:32:59,2023-10-25 23:23:44,13.047132,74.665783,"A case of chit fund fraud came to notice late at night, and the matter was registered at Mangaluru West Police Station for further investigation as per procedure."
5626,200210151202500003,202500003,2025-10-06,1318,151,2,3,6,31,6,80,2025-10-06 07:19:40,2025-10-06 07:36:40,2025-10-06 23:19:45,12.607501,76.747842,"A case of unlawful assembly came to notice late at night, and the matter was registered at Mandya Rural Police Station for further investigation as per procedure."
5627,100020134202600004,202600004,2026-02-06,1186,134,1,3,2,8,1,5,2026-02-05 06:23:02,2026-02-05 07:07:02,2026-02-06 21:10:41,15.349857,76.807683,"A case of theft came to notice late at night, and the matter was registered at Ballari Town Police Station for further investigation as per procedure."
5628,100060161202500007,202500007,2025-12-06,1385,161,1,3,2,9,1,25,2025-12-05 12:51:57,2025-12-05 13:20:57,2025-12-06 21:56:44,17.864895,77.555949,The complainant reported an act of house-breaking / burglary occurring late at night in the area covered by Bidar Women Police Station. Investigation is in progress to identify those responsible.
5629,100050073202500011,202500011,2025-04-09,690,73,1,4,11,58,2,20,2025-04-08 15:56:54,2025-04-08 16:14:54,2025-04-09 00:49:52,12.916958,77.465902,"On the date of occurrence, late at night, an incident of traffic signal violation was reported within the jurisdiction of Indiranagar Police Station. Preliminary inquiry has been initiated."
5630,100020134202200007,202200007,2022-09-18,1187,134,1,3,10,52,2,5,2022-09-18 15:25:54,2022-09-18 15:55:54,2022-09-18 23:17:05,15.342936,76.804365,"On the date of occurrence, late at night, an incident of drug peddling near educational institution was reported within the jurisdiction of Ballari Town Police Station. Preliminary inquiry has been initiated."
5631,200040176202200002,202200002,2022-01-14,1492,176,2,3,2,14,10,16,2022-01-13 14:13:17,2022-01-13 14:16:17,2022-01-14 03:29:06,13.140179,77.412517,Information was received regarding mischief / criminal damage late at night in the limits of Devanahalli Police Station. The case has been taken up for detailed inquiry.
5632,100260128202400017,202400017,2024-10-29,1135,128,1,2,11,55,3,98,2024-10-29 00:41:03,2024-10-29 00:59:03,2024-10-29 06:24:31,13.250606,77.035994,The complainant reported an act of hit and run occurring in the early morning in the area covered by Sira Police Station. Investigation is in progress to identify those responsible.
5633,200050077202200003,202200003,2022-05-09,732,77,2,2,8,42,7,122,2022-05-09 07:38:05,2022-05-09 07:55:05,2022-05-09 08:33:23,13.0014,77.791578,"On the date of occurrence, during the day, an incident of chit fund fraud was reported within the jurisdiction of Yeshwanthpur Police Station. Preliminary inquiry has been initiated."
5634,700030104202300001,202300001,2023-07-03,963,104,7,2,11,56,2,12,2023-07-03 06:52:50,2023-07-03 07:07:50,2023-07-03 10:12:34,15.971819,74.444986,The complainant reported an act of fatal motor vehicle accident occurring during the day in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
5635,100220090202300005,202300005,2023-10-15,843,90,1,1,3,15,4,86,2023-10-14 05:54:49,2023-10-14 06:20:49,2023-10-15 08:20:42,12.344663,76.865618,The complainant reported an act of rape occurring during the day in the area covered by Nazarbad Police Station. Investigation is in progress to identify those responsible.
5636,700030107202100001,202100001,2021-09-11,984,107,7,3,4,26,8,12,2021-09-11 18:41:48,2021-09-11 18:44:48,2021-09-11 19:03:10,15.887398,74.605939,"A case of juvenile abuse came to notice in the evening, and the matter was registered at Belagavi Traffic Police Station for further investigation as per procedure."
5637,100050077202400007,202400007,2024-08-22,730,77,1,3,11,53,6,19,2024-08-20 13:02:47,2024-08-20 13:47:47,2024-08-22 00:53:35,12.991117,77.77453,Information was received regarding rash & negligent driving late at night in the limits of Yeshwanthpur Police Station. The case has been taken up for detailed inquiry.
5638,200050078202500002,202500002,2025-08-09,739,78,2,2,3,20,3,21,2025-08-07 19:54:10,2025-08-07 20:17:10,2025-08-09 07:34:16,12.943659,77.557291,The complainant reported an act of domestic violence occurring during the day in the area covered by Rajajinagar Police Station. Investigation is in progress to identify those responsible.
5639,100050074202500011,202500011,2025-07-01,697,74,1,1,1,2,2,19,2025-06-30 03:27:16,2025-06-30 03:39:16,2025-06-30 21:29:21,12.841999,77.472368,"A case of attempt to murder came to notice late at night, and the matter was registered at Koramangala Police Station for further investigation as per procedure."
5640,100210152202300002,202300002,2023-06-14,1322,152,1,3,2,13,8,80,2023-06-13 14:36:59,2023-06-15 13:22:36,2023-06-14 00:13:37,12.635923,76.842805,Information was received regarding cheating (property) late at night in the limits of Maddur Police Station. The case has been taken up for detailed inquiry.
5641,100170110202500021,202500021,2025-11-26,1001,110,1,3,2,9,6,64,2025-11-26 17:43:43,2025-11-26 17:54:43,2025-11-26 21:37:28,17.176399,76.695849,Information was received regarding house-breaking / burglary late at night in the limits of Kalaburagi Market Police Station. The case has been taken up for detailed inquiry.
5642,300170117202500001,202500001,2025-07-16,1054,117,3,2,11,54,2,65,2025-07-16 20:03:34,2025-07-16 20:37:34,2025-07-16 20:20:29,17.141015,76.688644,Information was received regarding drunken driving late at night in the limits of Kalaburagi CEN Crime Police Station. The case has been taken up for detailed inquiry.
5643,200250145202100001,202100001,2021-03-12,1265,145,2,2,10,51,7,94,2021-03-11 02:15:18,2021-03-11 02:35:18,2021-03-12 10:48:34,14.00884,75.6629,"A case of cultivation of narcotic plants came to notice during the day, and the matter was registered at Shivamogga Women Police Station for further investigation as per procedure."
5644,100170110202400015,202400015,2024-06-09,1001,110,1,2,3,16,6,65,2024-06-08 10:10:49,2024-06-08 10:50:49,2024-06-09 16:24:55,17.188691,76.678533,"On the date of occurrence, in the evening, an incident of outraging modesty of woman was reported within the jurisdiction of Kalaburagi Market Police Station. Preliminary inquiry has been initiated."
5645,200220092202500007,202500007,2025-06-24,857,92,2,2,2,8,7,84,2025-06-23 07:57:35,2025-06-23 08:25:35,2025-06-24 00:04:22,12.492408,76.488427,The complainant reported an act of theft occurring late at night in the area covered by Mysuru Women Police Station. Investigation is in progress to identify those responsible.
5646,100030103202300006,202300006,2023-04-06,946,103,1,1,2,11,3,10,2023-04-04 03:37:08,2023-04-04 04:14:08,2023-04-05 23:11:38,15.759703,74.451345,"On the date of occurrence, late at night, an incident of dacoity was reported within the jurisdiction of Belagavi Market Police Station. Preliminary inquiry has been initiated."
5647,100050075202100005,202100005,2021-02-28,703,75,1,2,2,10,1,21,2021-02-15 06:43:22,2021-02-17 08:39:51,2021-02-28 18:36:27,13.097475,77.495847,Information was received regarding robbery in the evening in the limits of Jayanagar Police Station. The case has been taken up for detailed inquiry.
5648,100050084202600010,202600010,2026-05-08,790,84,1,3,1,5,4,20,2026-05-07 05:12:36,2026-05-07 05:29:36,2026-05-08 19:31:22,13.163625,77.597556,Information was received regarding simple hurt late at night in the limits of Bengaluru City Women Police Station. The case has been taken up for detailed inquiry.
5649,100130125202300009,202300009,2023-07-04,1113,125,1,1,2,11,2,50,2023-07-04 02:58:43,2023-07-04 03:19:43,2023-07-04 15:40:18,15.369716,75.181926,The complainant reported an act of dacoity occurring during the day in the area covered by Dharwad CEN Crime Police Station. Investigation is in progress to identify those responsible.
5650,100110096202500021,202500021,2025-04-20,897,96,1,1,1,1,5,42,2025-04-19 03:31:23,2025-04-19 04:01:23,2025-04-20 19:38:07,12.695594,74.845134,Information was received regarding murder in the evening in the limits of Mangaluru East Police Station. The case has been taken up for detailed inquiry.
5651,100270172202300004,202300004,2023-09-16,1462,172,1,2,11,53,8,103,2023-09-15 02:53:05,2023-09-15 03:25:05,2023-09-16 04:47:38,13.508876,74.686774,Information was received regarding rash & negligent driving in the early morning in the limits of Kundapura Police Station. The case has been taken up for detailed inquiry.
5652,300030102202400001,202400001,2024-09-28,937,102,3,2,2,9,10,11,2024-09-27 16:09:14,2024-09-27 22:00:14,2024-09-28 18:37:50,15.650663,74.388398,"On the date of occurrence, in the evening, an incident of house-breaking / burglary was reported within the jurisdiction of Belagavi Camp Police Station. Preliminary inquiry has been initiated."
5653,100230164202200002,202200002,2022-11-13,1407,164,1,4,12,63,6,90,2022-11-12 11:28:29,2022-11-12 11:37:29,2022-11-13 21:34:15,16.419596,77.482565,"A case of anti-ragging violation came to notice late at night, and the matter was registered at Manvi Police Station for further investigation as per procedure."
5654,100050077202500014,202500014,2025-04-17,730,77,1,3,9,47,5,19,2025-03-20 15:27:15,2025-03-20 16:03:15,2025-04-17 16:35:13,12.986315,77.767983,Information was received regarding otp / upi fraud in the evening in the limits of Yeshwanthpur Police Station. The case has been taken up for detailed inquiry.
5655,200110101202400002,202400002,2024-06-18,929,101,2,4,12,63,6,41,2024-06-17 15:34:41,2024-06-17 16:00:41,2024-06-18 11:37:08,12.783646,74.983711,"On the date of occurrence, during the day, an incident of anti-ragging violation was reported within the jurisdiction of Dakshina Kannada CEN Crime Police Station. Preliminary inquiry has been initiated."
5656,100030103202400005,202400005,2024-12-18,944,103,1,3,12,59,8,11,2024-12-16 16:41:03,2024-12-16 16:41:03,2024-12-17 23:57:11,15.754883,74.453775,"On the date of occurrence, late at night, an incident of karnataka excise act violation was reported within the jurisdiction of Belagavi Market Police Station. Preliminary inquiry has been initiated."
5657,100220086202600009,202600009,2026-05-29,809,86,1,2,1,3,1,83,2026-05-27 22:07:50,2026-05-27 22:48:50,2026-05-28 23:07:02,12.263534,76.531105,Information was received regarding culpable homicide not amounting to murder late at night in the limits of Devaraja Police Station. The case has been taken up for detailed inquiry.
5658,100250145202400003,202400003,2024-06-16,1263,145,1,1,2,11,8,96,2024-06-15 07:44:55,2024-06-15 21:36:44,2024-06-16 18:30:15,14.013765,75.683742,"On the date of occurrence, in the evening, an incident of dacoity was reported within the jurisdiction of Shivamogga Women Police Station. Preliminary inquiry has been initiated."
5659,800150149202300001,202300001,2023-09-05,1298,149,8,2,11,56,7,60,2023-09-03 22:46:15,2023-09-03 23:12:15,2023-09-05 11:30:57,13.029013,75.886079,The complainant reported an act of fatal motor vehicle accident occurring during the day in the area covered by Hassan Women Police Station. Investigation is in progress to identify those responsible.
5660,100120141202300007,202300007,2023-12-12,1230,141,1,2,9,43,8,48,2023-12-11 09:18:30,2023-12-11 09:31:30,2023-12-12 09:37:13,14.401823,75.998663,"On the date of occurrence, during the day, an incident of online financial fraud was reported within the jurisdiction of Davanagere Women Police Station. Preliminary inquiry has been initiated."
5661,100050079202100009,202100009,2021-02-05,750,79,1,2,11,56,4,21,2021-02-04 20:19:06,2021-02-04 21:00:06,2021-02-05 08:16:00,13.038707,77.452894,The complainant reported an act of fatal motor vehicle accident occurring during the day in the area covered by Banashankari Police Station. Investigation is in progress to identify those responsible.
5662,100170110202400016,202400016,2024-12-19,999,110,1,3,9,44,4,65,2024-12-08 06:27:00,2024-12-08 06:38:00,2024-12-19 03:52:57,17.203949,76.69119,"A case of cyberstalking came to notice in the early morning, and the matter was registered at Kalaburagi Market Police Station for further investigation as per procedure."
5663,100050076202100009,202100009,2021-08-05,722,76,1,1,2,11,6,20,2021-08-04 20:41:29,2021-08-04 21:15:29,2021-08-05 05:18:59,12.930152,77.665819,Information was received regarding dacoity in the early morning in the limits of Whitefield Police Station. The case has been taken up for detailed inquiry.
5664,100260127202500008,202500008,2025-10-30,1129,127,1,3,2,13,1,97,2025-10-29 05:52:17,2025-10-30 12:16:18,2025-10-29 22:43:37,13.483763,77.198458,Information was received regarding cheating (property) late at night in the limits of Tumakuru Rural Police Station. The case has been taken up for detailed inquiry.
5665,100110096202300019,202300019,2023-09-26,888,96,1,3,11,55,8,42,2023-09-26 09:19:30,2023-09-26 09:24:30,2023-09-26 20:35:49,12.694787,74.836416,"On the date of occurrence, late at night, an incident of hit and run was reported within the jurisdiction of Mangaluru East Police Station. Preliminary inquiry has been initiated."
